College Name,Address,website,Contact,Email ID
"Lourdes Matha College of Arts & Science Kuttichal, Thiruvananthapuram",LMIHMCT was established primarily to impart quality education in the field of Hotel management. The College is approved by All India Council for Technical Education (AICTE) and is affiliated to the University of Kerala.,http://www.lmihmct.org,,info@lmihmct.org
"Lourdes Matha Institute of Hotel Management and Catering Technology, Kuttichal, TVM",LMIHMCT was established primarily to impart quality education in the field of Hotel management. The College is approved by All India Council for Technical Education (AICTE) and is affiliated to the University of Kerala.,http://www.lmihmct.org,,info@lmihmct.org
"Loyola College of Social Sciences, Sreekariyam, Thiruvananthapuram","Loyola College of Social Sciences, Sreekariyam P.O., Thiruvananthapuram - 695017, Kerala, India",http://www.loyolacollegekerala.edu.in,,office@loyolacollegekerala.edu.in
"Mahatma Gandhi College, Thiruvananthapuram","MAHATMA GANDHI COLLEGE
                                Kesavadasapuram, Pattom. PO., Trivandrum - 695 004,
                                Kerala, India",http://www.mgcollegetvm.ac.in,,nssmgcollege@gmail.com
"Malayinkeezhu Madhavakavi Smaraka Govt. Arts and Science College, Malayinkeezhu",University of Kerala,http://www.metkollam.org,,metkollam@gmail.com
"Manjappara Educational and Charitable Trust B.Ed Centre, Ayur, Kollam",University of Kerala,http://www.metkollam.org,,metkollam@gmail.com
"Mannam Foundation Centre For Education Technology, Poruvazhy, Edakkad, Kollam",University of Kerala,http://www.metkollam.org,,metkollam@gmail.com
"Mannam Memorial N.S.S. College, Kottiyam",,http://www.mmnsscollege.ac.in,,
"Mannaniya College of Arts and Science, Pangode, Kallara",Kerala – 695609,http://www.mannaniyacollege.ac.in,,mannaniya@gmail.com
"Mar Gregorios Arts and Science College, Punnapra, Alappuzha",K-REAP UNIVERSITY OF KERALA STUDENT LOGIN,http://www.mgcollegepunnapra.ac.in,,margregoriosp@gmail.com
"Mar Gregorios College of Law, Nalanchira, Thiruvananthapuram","Mar Ivanios Vidyanagar,                                   Nalanchira,               
Thiruvananthapuram,            
Kerala, India, 695015",http://www.mgcl.ac.in,,info@mgcl.ac.in
"Mar Ivanios College, Kallumala, Mavelikkara, Alappuzha",,http://www.mic.ac.in,,
"Mar Ivanios College, Nalanchira, Thiruvananthapuram",,http://www.mic.ac.in,,
Mar Ivanios Law College,"Puliyoor, Chengannur, 
Alappuzha Dist., 
Kerala",http://marivanioslawcollege.ac.in/,,marivanioslawcollege@gmail.com
"Marian College of Arts and Science, Menamkulam, Kazhakuttom","Marian College of Arts & Science Menamkulam, Kazhakuttom , Thiruvananthapuram, Kerala 695582",http://www.mcas.ac.in,,principal@mcas.ac.in
"Marthoma College of Science and Technology, Ayur, Kollam",,http://www.mtcstayur.org,,
MES Arts and Science College,"Chavarcode, Palayamkunnu. P.O, 695146, Kollam, Kerala  Phone: 0470 2149998   Mobile: +91 9447229990",http://www.bedmetcamite.in,,mitechavarcode@gmail.com
"METCA Institute  of Teacher Education, Chavarcode, Thiruvananthapuram","Chavarcode, Palayamkunnu. P.O, 695146, Kollam, Kerala  Phone: 0470 2149998   Mobile: +91 9447229990",http://www.bedmetcamite.in,,mitechavarcode@gmail.com
"MGM College of Arts & Science, Kadinamkulam, Thiruvananthapuram",,http://www.mimat.in,,
"Michaels Institute of Management Technology, Mayithara, Cherthala",,http://www.mimat.in,,
"Milad-E-Sherief Memorial College (MSM College), Kayamkulam","NH47, Kayamkulam, Kerala",http://www.msmcollege.in,,msmcollege@rediffmail.com
"Millath College of Teacher Education, Kunnathur, Sooranadu, Kollam",The college is affiliated to the University of Kerala and Recoginised by the government,http://www.millathcollege.org,,
"Mother Theresa College, Nellikad, Kattakada","CONTACT INFORMATIONS MOUNT TABOR TRAINING COLLEGE Pathanapuram,Kollam Dist Kerala State - 689 695 Tel: 0475-2352323,2081262 Fax: 0475-2352323 Email: principaltabor@gmail.com",http://www.mounttaborcollege.edu.in,,principaltabor@gmail.com
"Mount Tabor Training College, Pathanapuram","CONTACT INFORMATIONS MOUNT TABOR TRAINING COLLEGE Pathanapuram,Kollam Dist Kerala State - 689 695 Tel: 0475-2352323,2081262 Fax: 0475-2352323 Email: principaltabor@gmail.com",http://www.mounttaborcollege.edu.in,,principaltabor@gmail.com
"Muslim Association College of Arts & Science, Panavoor, Nedumangad",,http://www.macas.in,,
"N.S.S. College, Nilamel",,http://www.nsscnilamel.org,,
"N.S.S. College, Pandalam","Pandalam, Pathanamthitta District - 689501, Kerala, India Telephone: 04734-252240, 252221, Email: nsscollegepandalam@gmail.com",http://www.nsscollegepandalam.ac.in,,nsscollegepandalam@gmail.com
"N.S.S. Training College, Pandalam",University of Kerala,http://www.nsstcpdlm.org,,principal_tcpdlm@yahoo.com
"Naipunnya School of Management, Cherthala",,http://www.naipunnyacollege.ac.in,,info@naipunnyacollege.ac.in
Najeeth Royal College of Arts and Science,"National Nagar Rd, National Nagar, Kallattumukku, TVM, Kerala 695009",http://www.ncas.edu.in,,
"National College, Manacaud, Thiruvananthapuram","National Nagar Rd, National Nagar, Kallattumukku, TVM, Kerala 695009",http://www.ncas.edu.in,,
"National Institute of Speech & Hearing (NISH), Akkulam, Thiruvananthapuram",,http://www.nish.ac.in,,webmaster@example.com
"National Training College for Women, Pazhakutty, Nedumangad","Emke Manzil, Kallattumukku,
Manacaud P.O., Thiruvananthapuram, Kerala 695009",http://www.mhtrust.com,,
"New B.Ed. College, Nellimoodu, Thiruvananthapuram",,http://www.newbedcollege.org,,
"NSS Arts and Science College, Perayam, Kundara, Kollam","Perayam, Kerala, India",http://www.nsscollegeperayam.com,,info@nsscollegeperayam.ac.in
"NSS Law College, Kottiyam, Kollam",,http://www.ptmgroups.org,,
"Pattom Thanu Pillai Memorial College of Education, Balaramapuram, Thiruvananthapuram",,http://www.ptmgroups.org,,
"Peet Memorial Training College, Mavelikkara","©2026Peet Memorial Training College, Mavelikkara, Alappuzha District, Kerala",http://www.peetmemorialcollege.org,,
"Pushpageeth College of Teacher Education, Kottoor, Thiruvananthapuram",,http://www.pushpageeth.com,,
"R. Parameswaran Pillai Memorial Arts and Science College, Neyyardam, Thiruvananthapuram",www.kicmaasckerala.in Host Error,http://www.kicmaasckerala.in,,
"R. Sankar College of Arts & Science, Chathanoor, Kollam",,http://www.sankarinstitute.org,,
"Raja Ravi Varma College of Fine Arts, Mavelikara",Kerala University Website,http://www.rvtrainingcollege.org,,
"Rama Vilasom Training College, Valakom, Kottarakkara, Kollam",Kerala University Website,http://www.rvtrainingcollege.org,,
"Sabarigiri College of Education, Anchal, Kollam",,http://www.sabarigiribedcollege.com,,
"Sanathana Dharma College, Alappuzha",,http://www.sdcollege.in,,
"Santhom Malankara Arts and Science College, Edanji, Trivandrum",University of Kerala,http://www.santhomcollege.ac.in,,
"Saraswathi College of Arts and Science, Vilappil",,http://www.saraswathicollege.edu.in,,
"SDV College of Arts and Applied Sciences, Alappuzha",,http://www.sdvcollege.in,,
Silver Jubilee Law College,"Snehacharya Institute of Management & Technology Karuvatta North, Karuvatta P. O Alappuzha-690517, Kerala, India.",http://www.snehacharya.com,,info@snehacharya.com
"Snehacharya Institute of Management and Technology, Karuvatta, Alappuzha","Snehacharya Institute of Management & Technology Karuvatta North, Karuvatta P. O Alappuzha-690517, Kerala, India.",http://www.snehacharya.com,,info@snehacharya.com
"Sree Ayyapa College, Thiruvanvandoor",,http://www.sreeayyappacollege.org,,
"Sree Narayana College for Women, Kollam",KOLLAM - 691001 KERALA STATE INDIA,http://www.sncwkollam.org,,sncollegeforwomen@gmail.com
"Sree Narayana College of Advanced Studies, Cherthala",Kerala University Official Website Announcement Results Notification TimeTable Admission,http://www.snct.ac.in,,principalsnct@gmail.com
"Sree Narayana College of Technology, Vadakkevila, Kollam",Kerala University Official Website Announcement Results Notification TimeTable Admission,http://www.snct.ac.in,,principalsnct@gmail.com
"Sree Narayana College, Chathannur",,http://www.sncollegechathannur.com,,
"Sree Narayana College, Chempazhanthi","Sree Narayana College, Chempazhanthy, Thiruvananthapuram - 695587, Kerala, India (Affiliated to the University of Kerala), Email: snc.org@gmail.com, Phone: 0471 2991811",http://www.sncollegechempazhanthy.ac.in,,snc.org@gmail.com
"Sree Narayana College, Chengannur",,http://www.sncollegechengannur.org,,
"Sree Narayana College, Kollam","© Copyright 2020 – | Sree Narayana College Kollam, Kerala | All Rights Reserved | Powered by SOFTLOOM IT SOLUTIONS",http://www.snckollam.ac.in,,
"Sree Narayana College, Punalur",University of Kerala,http://www.sncollegepunalur.in,,sncpunalur@gmail.com
"Sree Narayana College, Sivagiri, Varkala",Organized by Post Graduate Department of Physics (DBT STAR supported) & IQAC In Collaboration with The Kerala State Higher Education Council,http://www.sncsivagirivarkala.com,,sncvpr@gmail.com
"Sree Narayana Guru College of Advanced Studies, Chempazhanthy",,http://www.sngcasharipad.com,,
"Sree Narayana Guru College of Advanced Studies, Nangiarkulangara",,http://www.sngcasharipad.com,,
"Sree Narayana Guru College of Legal Studies, Kollam",,http://www.sntrusts.org/Kollam/,,
"Sree Narayana Guru Kripa BEd College, Pothencode, Thiruvananthapuram",,http://www.sngkcollege.com,,
"Sree Narayana Guru Memorial Arts and Science College, Thuravoor, Alappuzha",,http://www.gokulamsngmasc.in,,
"Sree Narayana Institute of Technology, Ezhamkulam","Sree Narayana Institute of Technology Theppupara P.O,Adoor
Pathanamthitta, Kerala-691554",http://www.snit.edu.in,,info@snit.edu.in
"Sree Narayana Institute of Technology, Vadakkevila, Kollam",,http://www.snit.ac.in,,snitech@gmail.com
"Sree Narayana Training College, Nedumganda, Varkala","March 17, 2022 All Kerala Inauguration of NSS Units in Training Colleges",http://sntrainingcollege.edu.in,,sntcned@gmail.com
"Sree Narayana Training College, Poochackal, Sreekandeswaram, Cherthala","March 17, 2022 All Kerala Inauguration of NSS Units in Training Colleges",http://sntrainingcollege.edu.in/,,sntcned@gmail.com
"Sree Sankara College, Kilimanoor",,http://www.sscollegekilimanoor.ac.in,,
"St. Cyril's College, Adoor",,http://www.stcyrils.ac.in,,
"St. Gregorios College, Kottarakkara",,http://www.gregorioscollege.org,,
"St. Jacob's Training College, Menamkulam, Kazhakuttom, Thiruvananthapuram",Thiruvananthapuram Kerala - 695 563,http://www.stjacobsbed.ac.in,,stjacobsbed@gmail.com
"St. John's B.Ed Training College, Peringala, Kayamkulam, Alappuzha",,http://www.stjohnstrainingcollege.com,,
"St. John's College, Anchal","St. John's College, Anchal P.O.
Kollam, Kerala, India 691 306",http://www.stjohns.ac.in,,info@stjohns.ac.in
"St. Joseph's College for Women, Alappuzha","St. Joseph's College for Women, (Autonomous) Alappuzha - 688 001, Kerala",http://www.stjosephscollegeforwomen.ac.in,,
"St. Stephen's College, Pathanapuram",,http://www.ststephenspathanapuram.ac.in,,
"St. Xavier's College, Thumba, Trivandrum",,http://www.stxaviersthumba.org,,
"T. K. Madhava Memorial College, Nangiarkulangara",Kerala University,http://www.tkmmc.ac.in,,info@tkmmc.ac.in
"T.K.M. College of Arts & Science, Kollam",Kerala State Civil Service Academy,http://www.tkmcas.ac.in,,tkmarts@gmail.com
Travancore Arts And Science College,,http://travancoreartsandsciencecollege.business.site/,,
University College Of Engineering,,http://ucek.in,,
"University College, Thiruvananthapuram",FYUGP Courses offered at University College Thiruvananthapuram,http://www.universitycollege.ac.in,,
"Valiyam Memorial College of Teacher Education, Chavara, Kollam",Address:,http://www.valiyambedcollege.com,,vmctek@gmail.com
"White Memorial College of Arts and Science , Panachamoodu, Vellarada","White Memorial College of Arts & Science, Panachamoodu, Thiruvananthapuram. 0471 2243626,",http://www.wmctvm.com,,
